TITLE = "Blade_9505.0_pitch_28.0_AoA_5.0"
VARIABLES = "R_middle" "X_mean" "Y_mean" "Z_mean" "Tx_fR" "Ty_fR" "Tz_fR" "Ft_fR" "Fr_fR" "F1P_fR" "Mx_fR" "My_fR" "Mz_fR" 
ZONE T="Blade_9505.0_pitch_28.0_AoA_5.0", I=45, J=1, K=1, F=BLOCK
  5.207777778e-02  5.623333333e-02  6.038888889e-02  6.454444444e-02  6.870000000e-02  7.285555556e-02
  7.701111111e-02  8.116666667e-02  8.532222222e-02  8.947777778e-02  9.363333333e-02  9.778888889e-02
  1.019444444e-01  1.061000000e-01  1.102555556e-01  1.144111111e-01  1.185666667e-01  1.227222222e-01
  1.268777778e-01  1.310333333e-01  1.351888889e-01  1.393444444e-01  1.435000000e-01  1.476555556e-01
  1.518111111e-01  1.559666667e-01  1.601222222e-01  1.642777778e-01  1.684333333e-01  1.725888889e-01
  1.767444444e-01  1.809000000e-01  1.850555556e-01  1.892111111e-01  1.933666667e-01  1.975222222e-01
  2.016777778e-01  2.058333333e-01  2.099888889e-01  2.141444444e-01  2.183000000e-01  2.224555556e-01
  2.266111111e-01  2.307666667e-01  2.349222222e-01
  1.249548996e-02  1.331921948e-02  1.403762259e-02  1.467831171e-02  1.527400849e-02  1.584002614e-02
  1.637618532e-02  1.690835766e-02  1.744059768e-02  1.797737596e-02  1.852712732e-02  1.910631223e-02
  1.975740663e-02  2.056045000e-02  2.154345956e-02  2.272732895e-02  2.411026263e-02  2.570451302e-02
  2.738037725e-02  2.909051489e-02  3.080530590e-02  3.252546367e-02  3.425210607e-02  3.597856157e-02
  3.770799910e-02  3.944254126e-02  4.118195602e-02  4.292576448e-02  4.467273198e-02  4.641954311e-02
  4.817030840e-02  4.992497951e-02  5.168321720e-02  5.344420366e-02  5.520603477e-02  5.696967103e-02
  5.873627632e-02  6.050607763e-02  6.227861540e-02  6.405139330e-02  6.522430966e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -4.964978806e-02 -5.375387822e-02 -5.788019489e-02 -6.203174669e-02 -6.620762524e-02 -7.039498105e-02
 -7.457279836e-02 -7.873676535e-02 -8.289697077e-02 -8.705287542e-02 -9.120460039e-02 -9.534289325e-02
 -9.945778044e-02 -1.035416900e-01 -1.075962139e-01 -1.116133012e-01 -1.155888310e-01 -1.195143043e-01
 -1.234059386e-01 -1.272856387e-01 -1.311630219e-01 -1.350381686e-01 -1.389097026e-01 -1.427726058e-01
 -1.466277050e-01 -1.504816358e-01 -1.543344576e-01 -1.581862937e-01 -1.620317599e-01 -1.658703398e-01
